[	1.0363636363636364e+00	6.3731620745752215e-01	1.1259479151545517e+00	1.2406232288427064e+00	-2.8346119339888016e+00	]
[	1.0454545454545454e+00	6.4743271603534669e-01	1.0996839719668596e+00	1.2146132026994028e+00	-2.8934334967926834e+00	]
[	1.0545454545454547e+00	6.5731046149328332e-01	1.0734200287791671e+00	1.1880597931390713e+00	-2.9510360506181974e+00	]
[	1.0636363636363637e+00	6.6694944383133170e-01	1.0471560855914750e+00	1.1609630001617131e+00	-3.0074195954653407e+00	]
[	1.0727272727272728e+00	6.7634966304949184e-01	1.0208921424037829e+00	1.1333228237673274e+00	-3.0625841313341153e+00	]
[	1.0818181818181818e+00	6.8551111914776397e-01	9.9462819921609080e-01	1.1051726362362719e+00	-3.1163447574239989e+00	]
[	1.0909090909090911e+00	6.9443381212614808e-01	9.6836425602839804e-01	1.0766089457779966e+00	-3.1681782259313773e+00	]
[	1.1000000000000001e+00	7.0311774198464394e-01	9.4210031284070572e-01	1.0475736135960043e+00	-3.2184130371354289e+00	]
[	1.1000000000000001e+00	7.0311774198464394e-01	9.4210031284070583e-01	1.0475736135960043e+00	-3.2184130371354289e+00	]
[	1.1090909090909091e+00	7.1148925958232700e-01	8.9963355864956540e-01	1.0181255131903193e+00	-3.2600098304330398e+00	]
[	1.1181818181818182e+00	7.1947471577827238e-01	8.5716680445842497e-01	9.8831278478557194e-01	-3.2994954224428628e+00	]
[	1.1272727272727274e+00	7.2707411057248028e-01	8.1470005026728354e-01	9.5816781082034908e-01	-3.3367708230069746e+00	]
[	1.1363636363636365e+00	7.3428744396495038e-01	7.7223329607614311e-01	9.2769169302307464e-01	-3.3718330400277723e+00	]
[	1.1454545454545455e+00	7.4111471595568279e-01	7.2976654188500267e-01	8.9688443139374785e-01	-3.4046820735052563e+00	]
[	1.1545454545454545e+00	7.4755592654467751e-01	6.8729978769386224e-01	8.6574602593236882e-01	-3.4353179234394271e+00	]
[	1.1636363636363636e+00	7.5361107573193464e-01	6.4483303350272214e-01	8.3439780735995939e-01	-3.4634222428490196e+00	]
[	1.1727272727272726e+00	7.5928016351745420e-01	6.0236627931158171e-01	8.0281701453204923e-01	-3.4890722135420553e+00	]
[	1.1818181818181819e+00	7.6456318990123617e-01	5.5989952512044017e-01	7.7100275023461229e-01	-3.5122702961477490e+00	]
[	1.1909090909090909e+00	7.6946015488328046e-01	5.1743277092929973e-01	7.3895501446765022e-01	-3.5330164906660984e+00	]
[	1.2000000000000000e+00	7.7397105846358705e-01	4.7496601673815930e-01	7.0672387675897441e-01	-3.5512188583566204e+00	]
[	1.2000000000000000e+00	7.7397105846358705e-01	4.7496601673815930e-01	7.0672387675897441e-01	-3.5512188583566204e+00	]
[	1.2090909090909090e+00	7.7808231977277698e-01	4.2951147128361400e-01	6.7437713449566539e-01	-3.5648622179929137e+00	]
[	1.2181818181818183e+00	7.8178035794147105e-01	3.8405692582906759e-01	6.4192160905673579e-01	-3.5758412558585215e+00	]
[	1.2272727272727273e+00	7.8506517296966916e-01	3.3860238037452239e-01	6.0939178135987360e-01	-3.5841278897343662e+00	]
[	1.2363636363636363e+00	7.8793676485737141e-01	2.9314783491997720e-01	5.7678850208054711e-01	-3.5897218337032171e+00	]
[	1.2454545454545454e+00	7.9039513360457769e-01	2.4769328946543198e-01	5.4411177121875642e-01	-3.5926230877650736e+00	]
[	1.2545454545454546e+00	7.9244027921128835e-01	2.0223874401088551e-01	5.1145591967197090e-01	-3.5927916625441298e+00	]
[	1.2636363636363637e+00	7.9407220167750303e-01	1.5678419855634032e-01	4.7881998108154822e-01	-3.5902401786110567e+00	]
[	1.2727272727272727e+00	7.9529090100322175e-01	1.1132965310179513e-01	4.4620125011360762e-01	-3.5849700966916163e+00	]
[	1.2818181818181817e+00	7.9609637718844473e-01	6.5875107647249936e-02	4.1362167582081533e-01	-3.5769866809262969e+00	]
[	1.2909090909090910e+00	7.9648863023317173e-01	2.0420562192703634e-02	3.8115641060162442e-01	-3.5663157614829122e+00	]
[	1.3000000000000000e+00	7.9646766013740300e-01	-2.5033983261841558e-02	3.4878690528752160e-01	-3.5529568382683001e+00	]
[	1.3000000000000000e+00	7.9646766013740300e-01	-2.5033983261841558e-02	3.4878690528752160e-01	-3.5529568382683001e+00	]
[	1.3090909090909091e+00	7.9603346690113830e-01	-7.0488528716394910e-02	3.1655915008001667e-01	-3.5369494694488672e+00	]
[	1.3181818181818181e+00	7.9518605052437763e-01	-1.1594307417094778e-01	2.8449085421568376e-01	-3.5183179565822820e+00	]
[	1.3272727272727274e+00	7.9392541100712100e-01	-1.6139761962550214e-01	2.5261214303750212e-01	-3.4971033408615648e+00	]
[	1.3363636363636364e+00	7.9225154834936862e-01	-2.0685216508005538e-01	2.2092352821080097e-01	-3.4733066660506218e+00	]
[	1.3454545454545455e+00	7.9016446255112016e-01	-2.5230671053460896e-01	1.8945640860656943e-01	-3.4469809338416924e+00	]
[	1.3545454545454545e+00	7.8766415361237574e-01	-2.9776125598916225e-01	1.5825977584064099e-01	-3.4182161457936417e+00	]
[	1.3636363636363635e+00	7.8475062153313546e-01	-3.4321580144371550e-01	1.2732394563651001e-01	-3.3869980663519543e+00	]
[	1.3727272727272726e+00	7.8142386631339911e-01	-3.8867034689826857e-01	9.6674414447815854e-02	-3.3533852709388761e+00	]
[	1.3818181818181818e+00	7.7768388795316690e-01	-4.3412489235282292e-01	6.6359025486241313e-02	-3.3174939313568217e+00	]
[	1.3909090909090909e+00	7.7353068645243872e-01	-4.7957943780737611e-01	3.6368763884090896e-02	-3.2793053902652853e+00	]
[	1.3999999999999999e+00	7.6896426181121469e-01	-5.2503398326192929e-01	6.7318848727371053e-03	-3.2389003914229537e+00	]
[	1.3999999999999999e+00	7.6896426181121469e-01	-5.2503398326192929e-01	6.7318848727371044e-03	-3.2389003914229537e+00	]
[	1.4090909090909089e+00	7.6398461402949458e-01	-5.7048852871647271e-01	-2.2520086986571212e-02	-3.1963750980287919e+00	]
[	1.4181818181818182e+00	7.5859174310727850e-01	-6.1594307417101724e-01	-5.1377077818142630e-02	-3.1517670710020012e+00	]
[	1.4272727272727272e+00	7.5278564904456668e-01	-6.6139761962556098e-01	-7.9818404353985462e-02	-3.1051494486679552e+00	]
[	1.4363636363636363e+00	7.4656633184135912e-01	-7.0685216508010429e-01	-1.0782601240540454e-01	-3.0565899281288260e+00	]
[	1.4454545454545453e+00	7.3993379149765570e-01	-7.5230671053464759e-01	-1.3538646817863134e-01	-3.0061422286896082e+00	]
[	1.4545454545454546e+00	7.3288802801345632e-01	-7.9776125598919190e-01	-1.6247498002282459e-01	-2.9539077366373343e+00	]
[	1.4636363636363636e+00	7.2542904138876130e-01	-8.4321580144373498e-01	-1.8908962160889151e-01	-2.8998961470752560e+00	]
[	1.4727272727272727e+00	7.1755683162357031e-01	-8.8867034689827817e-01	-2.1519484077824572e-01	-2.8442674571093054e+00	]
[	1.4818181818181817e+00	7.0927139871788369e-01	-9.3412489235282137e-01	-2.4078993570394969e-01	-2.7870271185079356e+00	]
[	1.4909090909090910e+00	7.0057274267170089e-01	-9.7957943780736567e-01	-2.6586848048087647e-01	-2.7282068110456139e+00	]
[	1.5000000000000000e+00	6.9146086348502223e-01	-1.0250339832619089e+00	-2.9039777788749827e-01	-2.6679698661743343e+00	]
[	1.5000000000000000e+00	6.9146086348502223e-01	-1.0250339832619089e+00	-2.9039777788749827e-01	-2.6679698661743347e+00	]
[	1.5090909090909090e+00	6.8193576115784771e-01	-1.0704885287164501e+00	-3.1437241468141919e-01	-2.6063496919507947e+00	]
[	1.5181818181818183e+00	6.7199743569017722e-01	-1.1159430741709928e+00	-3.3777896020670767e-01	-2.5434225398180881e+00	]
[	1.5272727272727273e+00	6.6164588708201133e-01	-1.1613976196255338e+00	-3.6059939310959721e-01	-2.4792943536178056e+00	]
[	1.5363636363636364e+00	6.5088111533334947e-01	-1.2068521650800748e+00	-3.8283323109840506e-01	-2.4139682137642331e+00	]
[	1.5454545454545454e+00	6.3970312044419197e-01	-1.2523067105346157e+00	-4.0448047417313104e-01	-2.3474441202573710e+00	]
[	1.5545454545454547e+00	6.2811190241453807e-01	-1.2977612559891585e+00	-4.2553009213684234e-01	-2.2797913618675603e+00	]
[	1.5636363636363637e+00	6.1610746124438887e-01	-1.3432158014436995e+00	-4.4593694795980021e-01	-2.2113013600937941e+00	]
[	1.5727272727272728e+00	6.0368979693374369e-01	-1.3886703468982404e+00	-4.6571383469537853e-01	-2.1418981899476259e+00	]
[	1.5818181818181818e+00	5.9085890948260278e-01	-1.4341248923527814e+00	-4.8486075234357717e-01	-2.0715818514290549e+00	]
[	1.5909090909090911e+00	5.7761479889096567e-01	-1.4795794378073235e+00	-5.0337770090439671e-01	-2.0003523445380798e+00	]
[	1.6000000000000001e+00	5.6395746515883305e-01	-1.5250339832618647e+00	-5.2124953273005747e-01	-1.9283210550296535e+00	]
[	1.6000000000000001e+00	5.6395746515883305e-01	-1.5250339832618647e+00	-5.2124953273005747e-01	-1.9283210550296535e+00	]
[	1.6090909090909091e+00	5.4998363134401873e-01	-1.5492094559973300e+00	-5.3851935668295281e-01	-1.8709764185693016e+00	]
[	1.6181818181818182e+00	5.3579002050433644e-01	-1.5733849287327952e+00	-5.5526206541285272e-01	-1.8128079720027575e+00	]
[	1.6272727272727274e+00	5.2137663263978584e-01	-1.5975604014682609e+00	-5.7146359504885536e-01	-1.7539031137588179e+00	]
[	1.6363636363636365e+00	5.0674346775036783e-01	-1.6217358742037262e+00	-5.8712342613548607e-01	-1.6942652787351105e+00	]
[	1.6454545454545455e+00	4.9189052583608195e-01	-1.6459113469391913e+00	-6.0224155867274531e-01	-1.6338944669316335e+00	]
[	1.6545454545454545e+00	4.7681780689692815e-01	-1.6700868196746566e+00	-6.1681799266063309e-01	-1.5727906783483872e+00	]
[	1.6636363636363636e+00	4.6152531093290650e-01	-1.6942622924101216e+00	-6.3085272809914938e-01	-1.5109539129853713e+00	]
[	1.6727272727272726e+00	4.4601303794401698e-01	-1.7184377651455869e+00	-6.4431860224988546e-01	-1.4485675414156558e+00	]
[	1.6818181818181819e+00	4.3028098793025926e-01	-1.7426132378810528e+00	-6.5719900077102955e-01	-1.3857508524642801e+00	]
[	1.6909090909090909e+00	4.1432916089163402e-01	-1.7667887106165181e+00	-6.6950766353828417e-01	-1.3224130182940446e+00	]
[	1.7000000000000000e+00	3.9815755682814091e-01	-1.7909641833519832e+00	-6.8124459055164965e-01	-1.2585540389049477e+00	]
[	1.7000000000000000e+00	3.9815755682814091e-01	-1.7909641833519832e+00	-6.8124459055164965e-01	-1.2585540389049477e+00	]
[	1.7090909090909090e+00	3.8187386043242999e-01	-1.7914490237044387e+00	-6.9246347377500594e-01	-1.2095572535053229e+00	]
[	1.7181818181818183e+00	3.6558575639715096e-01	-1.7919338640568943e+00	-7.0323336848924511e-01	-1.1600033383663779e+00	]
[	1.7272727272727273e+00	3.4929324472230450e-01	-1.7924187044093496e+00	-7.1354596689100858e-01	-1.1099467535638656e+00	]
[	1.7363636363636363e+00	3.3299632540789026e-01	-1.7929035447618051e+00	-7.2340101450050254e-01	-1.0593893312761060e+00	]
[	1.7454545454545454e+00	3.1669499845390825e-01	-1.7933883851142607e+00	-7.3279851131772711e-01	-1.0083310715030989e+00	]
[	1.7545454545454546e+00	3.0038926386035808e-01	-1.7938732254667160e+00	-7.4173845734268251e-01	-9.5677197424484306e-01	]
[	1.7636363636363637e+00	2.8407912162724053e-01	-1.7943580658191718e+00	-7.5020451159413593e-01	-9.0483157806755798e-01	]
[	1.7727272727272727e+00	2.6776457175455520e-01	-1.7948429061716273e+00	-7.5818925900455314e-01	-8.5257156625162767e-01	]
[	1.7818181818181817e+00	2.5144561424230205e-01	-1.7953277465240829e+00	-7.6569752111964084e-01	-7.9995811765177482e-01	]
